"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1944|KM204119|USA.Hawaii",1,1,1,1,1,1,1,1,1,1,1,1
"1518","2008|GU131721|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1519","2008|GU131722|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1520","2008|GU131723|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1521","2008|GU131724|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1522","2008|GU131725|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1523","2008|GU131726|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1524","2008|GU131727|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1525","2008|GU131728|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1526","2008|GU131729|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1527","2008|GU131730|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1528","2008|GU131731|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1529","2008|GU131732|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1530","2008|GU131733|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1531","2008|GU131734|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1532","2008|GU131735|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1533","2008|GU131736|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1534","2008|GU131737|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1535","2008|GU131738|Vietnam",9,24,37,50,57,100,108,120,119,118,118,118
"1536","2008|GU131739|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1537","2008|GU131740|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1538","2008|GU131741|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1539","2008|GU131742|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1540","2008|GU131743|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1541","2008|GU131744|Vietnam",3,9,12,34,99,117,123,126,125,124,124,124
"1542","2008|GU131745|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1543","2008|GU131746|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1544","2008|GU131747|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1545","2008|GU131748|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1546","2008|GU131749|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1547","2008|GU131750|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1548","2008|GU131751|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1549","2008|GU131752|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1550","2008|GU131753|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"1551","2008|GU131754|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1552","2008|GU131755|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1553","2008|GU131756|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1554","2008|GU131757|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1555","2008|GU131758|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1556","2008|GU131759|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1557","2008|GU131760|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1558","2008|GU131761|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1559","2008|GU131762|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1560","2008|GU131763|Vietnam",9,23,27,49,104,118,124,127,126,125,125,125
"1561","2008|GU131764|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1562","2008|GU131765|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1563","2008|GU131766|Vietnam",9,24,38,53,105,115,121,124,123,122,122,122
"1564","2008|GU131767|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1565","2008|GU131768|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1566","2008|GU131769|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1567","2008|GU131770|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1568","2008|GU131771|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1569","2008|GU131772|Vietnam",3,9,12,34,99,117,123,126,125,124,124,124
"1570","2008|GU131773|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1571","2008|GU131774|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1572","2008|GU131775|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1573","2008|GU131776|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1574","2008|GU131777|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1575","2008|GU131778|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1576","2008|GU131779|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1577","2008|GU131780|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1578","2008|GU131781|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1579","2008|GU131782|Vietnam",9,23,27,49,103,114,120,123,122,121,121,121
"1580","2008|GU131783|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1581","2008|GU131784|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1582","2008|GU131785|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1583","2008|GU131786|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1584","2008|GU131787|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1585","2008|GU131788|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1586","2008|GU131789|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1587","2008|GU131790|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1588","2008|GU131791|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1589","2008|GU131792|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1590","2008|GU131793|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1591","2008|GU131794|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1592","2008|GU131795|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1593","2008|GU131796|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1594","2008|GU131797|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1595","2008|GU131798|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1596","2008|GU131799|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1597","2008|GU131800|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1598","2008|GU131801|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1599","2008|GU131802|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1600","2008|GU131803|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1601","2008|GU131804|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1602","2008|GU131805|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1603","2008|GU131806|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1604","2008|GU131807|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1605","2008|GU131808|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1606","2008|GU131809|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1607","2008|GU131810|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1608","2008|GU131811|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1609","2008|GU131812|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1610","2008|GU131813|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1611","2008|GU131814|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1612","2008|GU131815|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1613","2008|GU131816|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1614","2008|GU131817|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1615","2008|GU131818|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1616","2008|GU131819|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1617","2008|GU131820|Vietnam",9,23,27,49,103,114,120,123,122,121,121,121
"1618","2008|GU131821|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1619","2008|GU131822|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1620","2008|GU131823|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1621","2008|GU131824|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1622","2008|GU131825|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1623","2008|GU131826|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1624","2008|GU131827|Vietnam",6,14,18,68,77,89,105,128,127,126,126,126
"1625","2008|GU131828|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1626","2008|GU131829|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1627","2008|GU131830|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1628","2008|GU131831|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"1629","2008|GU131894|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1630","2008|GU131919|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1631","2008|GU131920|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1632","2008|GU131921|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1633","2008|GU131922|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1634","2008|GU370048|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1635","2008|GU370049|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"1636","2008|HE795086|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1637","2008|HM181960|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1638","2008|HM181961|Vietnam",3,9,13,74,100,111,117,119,118,117,117,117
"1639","2008|HM181962|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1640","2008|HM181963|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1641","2008|HM181964|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1642","2008|HM181965|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1643","2008|HM181966|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1644","2008|HM181967|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1645","2008|HM181968|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1646","2008|HM181969|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1647","2008|HM181970|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1648","2008|HM488256|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"1649","2008|HM631850|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1650","2008|HQ591537|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1651","2008|HQ591538|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1652","2008|HQ591539|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1653","2008|HQ591540|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1654","2008|HQ591541|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1655","2008|HQ591542|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1656","2008|HQ591543|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1657","2008|HQ591544|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1658","2008|HQ591545|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1659","2008|HQ591546|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1660","2008|HQ591547|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1661","2008|HQ591548|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1662","2008|HQ591549|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1663","2008|HQ591550|Vietnam",9,24,38,53,105,115,121,124,123,122,122,122
"1664","2008|HQ591551|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1665","2008|HQ591552|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1666","2008|HQ591553|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1667","2008|HQ591554|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1668","2008|HQ591555|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1669","2008|HQ591556|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1670","2008|JF269176|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1671","2008|JF269177|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1672","2008|JF269178|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1673","2008|JF937600|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1674","2008|JF937601|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1675","2008|JF937602|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1676","2008|JF937603|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1677","2008|JF937604|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1678","2008|JF937605|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1679","2008|JF937606|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1680","2008|JF937607|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1681","2008|JF937608|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1682","2008|JF937609|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1683","2008|JF937610|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1684","2008|JF937611|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1685","2008|JF937612|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1686","2008|JF937613|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1687","2008|JF937614|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1688","2008|JF937615|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1689","2008|JF937616|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1690","2008|JF937617|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1691","2008|JF937618|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1692","2008|JF937619|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1693","2008|JF937650|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1694","2008|JF937651|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1695","2008|JF967795|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1696","2008|JF967796|Malaysia",13,33,61,83,109,120,126,130,129,128,128,128
"1697","2008|JF967798|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1698","2008|JF967799|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1699","2008|JF967800|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1700","2008|JF967801|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1701","2008|JF967802|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1702","2008|JF967803|Thailand",8,21,32,43,90,104,110,111,110,110,110,110
"1703","2008|JF967805|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1704","2008|JF967806|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1705","2008|JF967807|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1706","2008|JF967808|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1707","2008|JF967810|Myanmar",7,17,39,54,59,66,75,78,77,77,77,77
"1708","2008|JF967811|Thailand",8,21,32,41,47,55,65,76,130,129,129,129
"1709","2008|JF967812|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1710","2008|JF967813|Singapore",11,28,58,84,110,121,127,131,131,130,130,130
"1711","2008|JF967815|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1712","2008|JF967816|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1713","2008|JF967817|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1714","2008|JF967818|Thailand",12,30,44,61,112,123,128,132,132,131,131,131
"1715","2008|JF967819|Thailand",8,21,32,41,47,55,65,76,130,129,129,129
"1716","2008|JF967820|Thailand",12,30,44,60,62,70,129,133,133,132,132,132
"1717","2008|JF967821|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"1718","2008|JF967822|Thailand",4,12,22,78,96,109,115,117,116,115,115,115
"1719","2008|JF967823|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1720","2008|JF967824|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1721","2008|JF967825|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"1722","2008|JF967826|Thailand",8,20,24,31,38,45,52,54,54,54,54,54
"1723","2008|JF967827|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1724","2008|JF967828|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1725","2008|JF967829|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1726","2008|JF967830|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1727","2008|JF967831|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1728","2008|JF967832|Indonesia",11,28,58,84,110,121,127,131,131,130,130,130
"1729","2008|JF967833|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1730","2008|JF967834|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1731","2008|JF967835|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1732","2008|JF967836|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1733","2008|JF967837|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1734","2008|JF967838|Thailand",8,21,32,41,48,83,112,134,134,133,133,133
"1735","2008|JF967839|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"1736","2008|JF967840|Myanmar",4,12,21,26,31,124,130,135,135,134,134,134
"1737","2008|JF967841|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1738","2008|JF967842|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1739","2008|JF967843|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1740","2008|JF967844|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1741","2008|JF967845|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1742","2008|JF967846|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1743","2008|JF967847|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"1744","2008|JF967848|Myanmar",4,12,22,78,96,109,115,117,116,115,115,115
"1745","2008|JF967849|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"1746","2008|JN000935|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1747","2008|JN022600|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1748","2008|JN022601|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"1749","2008|JN029815|China",7,16,19,24,28,37,44,46,46,46,46,46
"1750","2008|JN093516|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1751","2008|JN196565|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1752","2008|JN196566|Singapore",6,14,17,23,27,36,43,45,45,45,45,45
"1753","2008|JN415512|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"1754","2008|JN415521|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1755","2008|JN415526|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1756","2008|JN415527|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1757","2008|JN415531|Australia",11,28,57,80,101,112,118,121,120,119,119,119
"1758","2008|JN415534|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1759","2008|JN415535|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1760","2008|JQ287667|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1761","2008|JQ317734|China",7,16,19,24,28,37,44,46,46,46,46,46
"1762","2008|JQ317735|China",7,16,19,24,28,37,44,46,46,46,46,46
"1763","2008|JQ317736|China",8,21,34,86,113,125,131,136,136,135,135,135
"1764","2008|JQ317737|China",8,21,34,86,113,125,131,136,136,135,135,135
"1765","2008|JQ403516|China",3,8,7,14,17,25,31,32,31,31,31,31
"1766","2008|JQ403517|China",7,16,19,24,28,37,44,46,46,46,46,46
"1767","2008|JQ403518|China",6,14,17,23,27,36,43,45,45,45,45,45
"1768","2008|KC172829|Laos",2,5,6,13,94,127,132,137,137,136,136,136
"1769","2008|KC172830|Laos",2,5,6,13,94,127,132,137,137,136,136,136
"1770","2008|KC172831|Laos",8,21,32,42,87,103,133,138,138,137,137,137
"1771","2008|KC172833|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1772","2008|KC172834|Laos",7,16,19,24,28,37,44,46,46,46,46,46
"1773","2008|KC172835|Laos",2,5,6,13,95,129,135,140,140,139,139,139
"1774","2008|KC182104|Laos",3,9,11,18,54,62,71,72,72,72,72,72
"1775","2008|KC182105|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1776","2008|KC182106|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1777","2008|KC182107|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1778","2008|KC762621|Indonesia",11,26,36,89,117,130,136,141,141,140,140,140
"1779","2008|KC762622|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1780","2008|KC762624|Indonesia",11,26,36,89,117,130,136,141,141,140,140,140
"1781","2008|KC762626|Indonesia",11,26,36,89,117,130,136,141,141,140,140,140
"1782","2008|KC762627|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1783","2008|KC762629|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1784","2008|KC762631|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1785","2008|KC762633|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1786","2008|KC762634|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1787","2008|KC762638|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1788","2008|KC762641|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1789","2008|KC762643|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1790","2008|KC762644|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1791","2008|KC762645|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1792","2008|KC762648|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1793","2008|KC762652|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1794","2008|KC861932|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1795","2008|KC861933|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1796","2008|KC861935|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1797","2008|KC861938|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1798","2008|KC861941|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1799","2008|KC861948|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1800","2008|KC861955|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1801","2008|KC861969|Vietnam",8,20,24,32,45,53,62,65,65,65,65,65
"1802","2008|KC861974|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1803","2008|KC861977|Vietnam",3,10,46,64,65,131,137,142,142,141,141,141
"1804","2008|KF921939|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1805","2008|KF921940|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1806","2008|KF921941|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1807","2008|KF921942|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1808","2008|KF921943|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1809","2008|KF921944|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1810","2008|KF921945|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1811","2008|KF921946|Vietnam",9,23,27,49,103,114,120,123,122,121,121,121
"1812","2008|KF921947|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1813","2008|KF921948|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1814","2008|KF921949|Vietnam",6,14,18,68,77,89,104,107,106,106,106,106
"1815","2008|KF921950|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1816","2008|KF921951|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1817","2008|KF921952|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1818","2008|KF955446|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1819","2008|KF971712|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1820","2008|KU509257|Thailand",12,30,44,62,119,132,138,143,143,142,142,142
"1821","2008|KU509259|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1822","2008|KU509260|Cambodia",2,7,48,69,72,80,87,90,89,89,89,89
"1823","2008|KU509262|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1824","2008|KY849705|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1825","2008|KY849706|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1826","2008|KY849740|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1827","2008|KY849741|Laos",7,16,19,24,28,37,44,46,46,46,46,46
"1828","2008|KY849749|Laos",8,21,32,42,87,103,133,138,138,137,137,137
"1829","2008|KY971686|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1830","2008|KY971687|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1831","2008|KY971688|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1832","2008|KY971689|Vietnam",7,16,20,45,52,133,139,144,144,143,143,143
"1833","2008|KY971690|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1834","2008|LC148025|Cambodia",12,30,44,63,120,134,140,145,145,144,144,144
"1835","2009|GU131895|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1836","2009|HQ149730|China",11,27,51,91,121,135,141,146,146,145,145,145
"1837","2009|HQ149731|China",12,30,44,60,63,136,142,147,147,146,146,146
"1838","2009|HQ891313|Sri_Lanka",7,18,42,57,60,67,76,79,78,78,78,78
"1839","2009|HQ891314|Sri_Lanka",7,18,42,57,60,67,76,79,78,78,78,78
"1840","2009|HQ891315|Sri_Lanka",7,18,42,57,60,67,76,79,78,78,78,78
"1841","2009|HQ891316|Sri_Lanka",7,18,42,57,60,67,76,79,78,78,78,78
"1842","2009|JF269179|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1843","2009|JF269180|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1844","2009|JF269181|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1845","2009|JF269182|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1846","2009|JF269183|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1847","2009|JF269184|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1848","2009|JF960210|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1849","2009|JF960212|Singapore",8,20,25,94,124,137,143,148,148,147,147,147
