"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1956|KF289073|India",1,1,1,1,1,1,1,1,1,1,1,1
"679","2010|JQ065916|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"680","2010|JQ065917|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"681","2010|JQ065918|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"682","2010|JQ065919|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"683","2010|JQ065920|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"684","2010|JQ065921|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"685","2010|JQ065922|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"686","2010|JQ065923|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"687","2010|JQ065924|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"688","2010|JQ065925|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"689","2010|JQ065926|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"690","2010|JQ065927|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"691","2010|JQ065928|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"692","2010|JQ065929|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"693","2010|JQ065930|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"694","2010|JQ065931|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"695","2010|JQ065932|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"696","2010|JQ065933|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"697","2010|JQ065934|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"698","2010|JQ065935|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"699","2010|JQ065937|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"700","2010|JQ065938|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"701","2010|JQ065939|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"702","2010|JQ065941|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"703","2010|JQ065942|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"704","2010|JQ065943|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"705","2010|JQ065945|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"706","2010|JQ065946|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"707","2010|JQ065947|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"708","2010|JQ065948|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"709","2010|JQ065949|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"710","2010|JQ065950|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"711","2010|JQ065951|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"712","2010|JQ065953|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"713","2010|JQ065954|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"714","2010|JQ065956|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"715","2010|JQ065957|Mexico",9,24,45,86,106,109,112,115,115,115,115,115
"716","2010|JQ425069|USA",9,25,47,74,87,88,94,96,96,96,96,96
"717","2010|JQ425070|USA",9,25,47,74,87,88,94,96,96,96,96,96
"718","2010|JQ425071|USA",9,25,47,74,87,88,94,96,96,96,96,96
"719","2010|JQ425072|USA",9,25,47,74,87,88,94,96,96,96,96,96
"720","2010|JQ675358|USA",9,25,47,74,87,88,94,96,96,96,96,96
"721","2010|JQ692085|India",10,27,40,80,99,99,102,105,105,105,105,105
"722","2010|JQ920428|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"723","2010|JQ920429|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"724","2010|JQ920430|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"725","2010|JQ920431|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"726","2010|JQ920432|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"727","2010|JX402207|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"728","2010|JX402208|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"729","2010|JX402209|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"730","2010|JX402210|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"731","2010|JX402211|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"732","2010|JX402212|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"733","2010|JX402213|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"734","2010|JX669461|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"735","2010|JX669462|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"736","2010|JX669463|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"737","2010|JX669464|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"738","2010|JX669465|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"739","2010|JX669466|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"740","2010|KC692511|Argentina",4,12,50,87,108,112,115,118,118,118,118,118
"741","2010|KC692512|Argentina",11,29,61,81,102,102,105,108,108,108,108,108
"742","2010|KC692513|Argentina",4,12,50,88,109,113,116,119,119,119,119,119
"743","2010|KC692514|Argentina",11,29,61,81,102,102,105,108,108,108,108,108
"744","2010|KC692515|Argentina",11,29,61,81,102,102,105,108,108,108,108,108
"745","2010|KC692516|Argentina",8,21,31,39,71,70,76,74,74,74,74,74
"746","2010|KC692517|Argentina",7,19,38,90,110,114,117,120,120,120,120,120
"747","2010|KC863940|India",10,27,40,80,99,99,102,105,105,105,105,105
"748","2010|KF444786|Brazil",7,19,37,50,65,66,72,70,70,70,70,70
"749","2010|KF444787|Brazil",7,19,37,50,65,66,72,70,70,70,70,70
"750","2010|KF444788|Brazil",7,19,37,50,65,66,72,70,70,70,70,70
"751","2010|KF444792|Brazil",7,19,37,50,65,66,72,70,70,70,70,70
"752","2010|KF672759|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"753","2010|KF672768|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"754","2010|KF672785|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"755","2010|KF672786|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"756","2010|KF719187|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"757","2010|KJ189360|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"758","2010|KJ189361|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"759","2010|KJ189362|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"760","2010|KJ189363|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"761","2010|KJ189364|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"762","2010|KJ189365|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"763","2010|KJ189366|Puerto_Rico",8,22,65,97,115,118,121,124,124,124,124,124
"764","2010|KJ189367|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"765","2010|KM216667|India",10,27,40,80,99,99,102,105,105,105,105,105
"766","2010|KP188539|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"767","2010|KT824969|India",10,27,40,80,99,99,102,105,105,105,105,105
"768","2010|KU509252|Venezuela",8,21,31,39,72,120,122,125,125,125,125,125
"769","2010|KU509264|Haiti",8,21,30,37,41,39,39,40,38,38,38,38
"770","2010|KU728185|Belize",9,23,35,48,56,56,57,59,59,59,59,59
"771","2010|KU728186|Dominica",8,21,30,37,41,39,39,40,38,38,38,38
"772","2010|KU728187|Dominica",8,21,30,37,41,39,39,40,38,38,38,38
"773","2010|KU728188|Dominica",8,21,30,37,41,39,39,40,38,38,38,38
"774","2010|KX901654|Colombia",7,18,29,65,74,74,79,78,78,78,78,78
"775","2011|JN122281|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"776","2011|JN544400|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"777","2011|JN544401|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"778","2011|JN544402|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"779","2011|JN544403|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"780","2011|JN544404|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"781","2011|JN544405|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"782","2011|JN544406|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"783","2011|JN544407|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"784","2011|JN544408|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"785","2011|JN544409|Singapore",1,1,3,101,119,122,124,127,127,127,127,127
"786","2011|KF289072|India",10,27,40,80,99,99,102,105,105,105,105,105
"787","2011|KF419418|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"788","2011|KF419419|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"789","2011|KF419420|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"790","2011|KF419421|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"791","2011|KF419422|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"792","2011|KF419423|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"793","2011|KF419424|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"794","2011|KF419425|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"795","2011|KF419426|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"796","2011|KF419427|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"797","2011|KF419428|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"798","2011|KF419429|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"799","2011|KF419430|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"800","2011|KF419431|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"801","2011|KF419432|Paraguay",11,29,61,81,102,102,105,108,108,108,108,108
"802","2011|KF672760|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"803","2011|KF672765|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"804","2011|KF672766|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"805","2011|KF672767|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"806","2011|KF672784|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"807","2011|KF672790|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"808","2011|KF973453|Nicaragua",9,25,46,62,69,89,95,97,97,97,97,97
"809","2011|KF973459|Nicaragua",9,25,46,62,70,123,125,128,128,128,128,128
"810","2011|KF973460|Nicaragua",5,14,21,34,88,91,126,129,129,129,129,129
"811","2011|KF973462|Nicaragua",9,25,46,62,70,123,125,128,128,128,128,128
"812","2011|KJ189306|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"813","2011|KJ189307|Mexico",9,26,51,69,84,110,113,116,116,116,116,116
"814","2011|KJ189348|Mexico",5,14,21,36,121,125,128,131,131,131,131,131
"815","2011|KJ189349|Mexico",5,14,21,36,121,125,128,131,131,131,131,131
"816","2011|KJ189369|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"817","2011|KM279414|Mexico",9,26,51,70,100,100,103,106,106,106,106,106
"818","2011|KP188540|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"819","2011|KP188541|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"820","2011|KP188542|Brazil",11,29,61,81,102,102,105,108,108,108,108,108
"821","2011|KP792535|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"822","2011|KR779783|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"823","2011|KT175076|China",8,21,30,37,41,39,39,40,38,38,38,38
"824","2011|KT824975|India",10,27,40,80,99,99,102,105,105,105,105,105
"825","2011|KU509254|Venezuela",7,19,37,50,65,66,72,70,70,70,70,70
"826","2011|KU509255|India",10,27,40,80,99,99,102,105,105,105,105,105
"827","2011|KY818070|Colombia",7,19,38,91,123,127,130,132,132,132,132,132
"828","2012|JX891659|El_Salvador",5,14,21,35,97,98,131,133,133,133,133,133
"829","2012|JX891660|El_Salvador",5,14,21,35,97,97,101,104,104,104,104,104
"830","2012|JX891661|El_Salvador",5,14,21,35,97,97,101,104,104,104,104,104
"831","2012|KF444908|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"832","2012|KF444909|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"833","2012|KF444910|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"834","2012|KF444911|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"835","2012|KF444912|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"836","2012|KF444913|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"837","2012|KF444914|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"838","2012|KF444915|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"839","2012|KF444917|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"840","2012|KF444919|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"841","2012|KF444922|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"842","2012|KF809750|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"843","2012|KF809751|Puerto_Rico",8,22,65,97,115,118,121,124,124,124,124,124
"844","2012|KF973454|Nicaragua",5,14,21,34,89,129,132,134,134,134,134,134
"845","2012|KF973455|Nicaragua",5,14,21,34,89,129,132,134,134,134,134,134
"846","2012|KF973456|Nicaragua",5,14,21,34,89,129,132,134,134,134,134,134
"847","2012|KF973457|Nicaragua",9,25,46,62,69,89,95,97,97,97,97,97
"848","2012|KF973458|Nicaragua",5,14,21,34,89,129,132,134,134,134,134,134
"849","2012|KF973461|Nicaragua",9,25,46,63,126,130,133,135,135,135,135,135
"850","2012|KF973463|Nicaragua",5,14,21,35,98,131,134,136,136,136,136,136
"851","2012|KF973464|Nicaragua",9,25,46,62,69,89,95,97,97,97,97,97
"852","2012|KF973465|Nicaragua",9,25,46,63,126,130,133,135,135,135,135,135
"853","2012|KF973466|Nicaragua",5,14,21,35,98,131,134,136,136,136,136,136
"854","2012|KF973467|Nicaragua",5,14,21,35,98,131,134,136,136,136,136,136
"855","2012|KF973468|Nicaragua",9,25,46,63,126,130,133,135,135,135,135,135
"856","2012|KF973469|Nicaragua",9,25,46,63,126,130,133,135,135,135,135,135
"857","2012|KF973470|Nicaragua",9,25,46,62,69,89,95,97,97,97,97,97
"858","2012|KF973471|Nicaragua",9,25,46,62,69,89,95,97,97,97,97,97
"859","2012|KF973472|Nicaragua",5,14,21,34,88,91,126,129,129,129,129,129
"860","2012|KF973473|Nicaragua",5,14,21,35,98,131,134,136,136,136,136,136
"861","2012|KF973474|Nicaragua",5,14,21,34,90,132,135,137,137,137,137,137
"862","2012|KF973475|Nicaragua",5,14,21,35,98,131,134,136,136,136,136,136
"863","2012|KJ189350|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"864","2012|KJ189351|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"865","2012|KJ189352|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"866","2012|KJ189353|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"867","2012|KJ189354|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"868","2012|KJ189355|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"869","2012|KJ189356|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"870","2012|KJ189357|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"871","2012|KJ189358|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"872","2012|KJ189359|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"873","2012|KJ189368|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"874","2012|KJ651912|Brazil",11,30,66,94,127,133,136,138,138,138,138,138
"875","2012|KJ806936|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"876","2012|KJ806937|Singapore",10,27,41,100,128,134,137,139,139,139,139,139
"877","2012|KJ806938|Singapore",10,27,41,99,118,121,123,126,126,126,126,126
"878","2012|KM279411|Mexico",5,14,21,33,39,135,138,140,140,140,140,140
"879","2012|KM279412|Mexico",5,14,21,33,39,135,138,140,140,140,140,140
"880","2012|KM279413|Mexico",5,14,21,36,121,125,129,141,141,141,141,141
"881","2012|KM279415|Mexico",5,14,21,33,40,136,139,142,142,142,142,142
"882","2012|KM279416|Mexico",5,14,21,33,40,136,140,143,143,143,143,143
"883","2012|KM279417|Mexico",5,14,21,33,40,136,140,143,143,143,143,143
"884","2012|KM279418|Mexico",5,14,21,33,40,136,140,143,143,143,143,143
"885","2012|KM279419|Mexico",5,14,21,33,40,136,139,142,142,142,142,142
"886","2012|KM279420|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"887","2012|KM403575|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"888","2012|KP188543|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"889","2012|KP188544|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"890","2012|KP685233|Singapore",10,27,41,100,128,134,137,139,139,139,139,139
"891","2012|KU509249|Jamaica",8,21,30,37,41,39,39,40,38,38,38,38
"892","2012|KU570099|China",10,28,59,79,95,95,99,102,102,102,102,102
"893","2012|KX380796|Singapore",10,27,41,100,128,134,137,139,139,139,139,139
"894","2012|KX380799|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"895","2012|KX380800|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"896","2012|KX380801|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"897","2012|KX380802|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"898","2012|KY461755|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"899","2012|KY581728|India",10,27,40,80,99,99,102,105,105,105,105,105
"900","2012|KY581729|India",10,27,40,80,99,99,102,105,105,105,105,105
"901","2012|KY818082|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"902","2012|KY818085|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"903","2012|KY818097|Colombia",7,20,55,75,92,141,143,146,146,146,146,146
"904","2012|KY818144|Colombia",7,20,57,107,133,143,145,147,147,147,147,147
"905","2012|KY818210|Colombia",7,19,38,91,124,145,147,148,148,148,148,148
"906","2012|KY818212|Colombia",7,19,38,91,124,145,147,148,148,148,148,148
"907","2012|KY818218|Colombia",7,19,38,91,124,146,148,149,149,149,149,149
"908","2012|KY818220|Colombia",7,19,38,91,125,147,149,150,150,150,150,150
"909","2012|KY818221|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"910","2012|KY818225|Colombia",7,19,38,91,125,147,149,150,150,150,150,150
"911","2012|KY818226|Colombia",7,19,38,91,124,146,148,149,149,149,149,149
"912","2012|KY818229|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"913","2012|KY818230|Brazil",11,30,66,93,112,149,151,152,152,152,152,152
"914","2012|KY818231|Brazil",11,30,66,93,112,150,152,153,153,153,153,153
"915","2012|KY818232|Brazil",11,30,66,93,112,150,152,153,153,153,153,153
"916","2012|KY818233|Brazil",11,30,66,93,112,149,151,152,152,152,152,152
"917","2012|KY818237|Brazil",4,12,50,87,108,112,115,118,118,118,118,118
"918","2012|KY818240|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"919","2012|KY818241|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"920","2012|KY818254|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"921","2012|KY818257|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"922","2012|KY818259|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"923","2012|KY818260|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"924","2012|KY818261|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"925","2012|KY818262|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"926","2012|KY818263|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"927","2012|KY818264|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"928","2012|KY818265|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"929","2012|KY818267|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"930","2012|KY818268|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"931","2012|KY818269|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"932","2012|KY818270|Mexico",7,20,57,108,137,152,153,154,154,154,154,154
"933","2012|KY818271|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"934","2012|KY818272|Mexico",9,26,52,73,138,153,154,155,155,155,155,155
"935","2012|KY818273|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"936","2012|KY818274|Mexico",9,26,53,102,120,124,127,130,130,130,130,130
"937","2012|KY818275|Mexico",9,26,52,73,138,153,154,155,155,155,155,155
"938","2012|KY818278|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"939","2012|KY818279|Mexico",9,24,44,68,82,104,156,157,157,157,157,157
"940","2012|KY818280|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"941","2012|KY818281|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"942","2012|KY818282|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"943","2012|KY818283|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"944","2012|KY818284|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"945","2012|KY818285|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"946","2012|KY818286|Mexico",9,24,44,68,82,104,156,157,157,157,157,157
"947","2012|KY818287|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"948","2012|KY818288|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"949","2012|KY882518|Mexico",9,26,54,112,139,154,155,156,156,156,156,156
"950","2012|KY882524|Puerto_Rico",8,22,65,97,115,119,157,158,158,158,158,158
"951","2013|KF444916|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"952","2013|KF444918|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"953","2013|KF444920|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"954","2013|KF444921|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"955","2013|KF809752|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"956","2013|KF809753|Puerto_Rico",8,22,65,97,115,118,121,124,124,124,124,124
"957","2013|KF864667|China",3,10,68,113,140,155,158,159,159,159,159,159
"958","2013|KJ415092|Angola",9,25,47,74,87,88,94,96,96,96,96,96
"959","2013|KJ415094|Myanmar",10,27,40,80,99,99,102,105,105,105,105,105
"960","2013|KJ415095|India",10,27,40,80,99,99,102,105,105,105,105,105
"961","2013|KJ415284|USA",8,21,30,37,41,39,39,40,38,38,38,38
"962","2013|KJ470717|China",10,27,40,80,99,99,102,105,105,105,105,105
"963","2013|KJ470730|China",10,27,40,80,99,99,102,105,105,105,105,105
"964","2013|KJ545435|China",10,27,40,80,99,99,102,105,105,105,105,105
"965","2013|KJ545479|China",10,28,59,79,95,95,99,102,102,102,102,102
"966","2013|KJ676957|USA",8,22,63,84,113,116,119,122,122,122,122,122
"967","2013|KJ806950|Singapore",1,3,33,78,104,107,110,113,113,113,113,113
"968","2013|KJ806954|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"969","2013|KJ806955|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"970","2013|KJ806956|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"971","2013|KJ806957|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"972","2013|KJ806958|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"973","2013|KM277610|Angola",3,10,69,114,141,156,159,160,160,160,160,160
"974","2013|KM277611|Angola",3,10,69,114,141,156,159,160,160,160,160,160
"975","2013|KM277612|Angola",3,10,69,114,141,156,159,160,160,160,160,160
"976","2013|KM277613|Angola",3,10,69,115,142,157,160,161,161,161,161,161
"977","2013|KM277614|Angola",3,10,69,114,141,156,159,160,160,160,160,160
"978","2013|KM403576|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"979","2013|KM403577|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"980","2013|KM403578|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"981","2013|KM403579|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"982","2013|KM403580|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"983","2013|KM403581|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"984","2013|KM403582|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"985","2013|KM403583|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"986","2013|KM403584|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"987","2013|KM403585|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"988","2013|KM403586|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"989","2013|KM403587|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"990","2013|KM403588|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"991","2013|KM403589|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"992","2013|KM403590|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"993","2013|KM403591|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"994","2013|KM403592|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"995","2013|KM403593|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"996","2013|KM403594|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"997","2013|KM403595|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"998","2013|KM403596|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"999","2013|KM403597|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1000","2013|KM403598|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1001","2013|KM403599|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1002","2013|KM403600|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1003","2013|KM403601|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1004","2013|KM403602|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1005","2013|KM403603|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1006","2013|KM403604|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1007","2013|KM403605|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1008","2013|KM403606|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1009","2013|KM403607|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1010","2013|KM403608|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1011","2013|KM403609|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1012","2013|KM403610|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1013","2013|KM403611|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1014","2013|KM403612|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1015","2013|KM403613|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1016","2013|KM403614|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1017","2013|KM403615|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1018","2013|KM403616|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
